Timestamp (finished),Interaction,Type,UUID,Details,Duration (s),"Pos (w,h)"
2019-01-08T09:40:34Z,Created,Entity,ac5b2c6e-6339-4134-8aa2-8799474392c9,,0.1,"(17.7%, 74.1%)"
2019-01-08T09:40:56Z,Named,Entity,ac5b2c6e-6339-4134-8aa2-8799474392c9,None -> Leihmedien,3.0,
2019-01-08T09:41:00Z,Renamed,Entity,ac5b2c6e-6339-4134-8aa2-8799474392c9,Leihmedien -> Leihmedien:,0.1,
2019-01-08T09:41:07Z,Created,Attribute,5d0bed5e-221b-45f0-90f0-242d299f6eb7,,7.0,"(26.0%, 60.2%)"
2019-01-08T09:41:09Z,Named,Attribute,5d0bed5e-221b-45f0-90f0-242d299f6eb7,None -> <Name>,0.1,
2019-01-08T09:41:20Z,Renamed,Attribute,5d0bed5e-221b-45f0-90f0-242d299f6eb7,<Name> -> Titel:,1.0,
2019-01-08T09:41:28Z,Moved,Attribute,5d0bed5e-221b-45f0-90f0-242d299f6eb7,"delta (-8.1%, -10.2%)",1.0,"(25.5%, 60.2%)"
2019-01-08T09:41:28Z,Assigned,Attribute,5d0bed5e-221b-45f0-90f0-242d299f6eb7,None -> ac5b2c6e-6339-4134-8aa2-8799474392c9,1.0,
2019-01-08T09:41:28Z,Moved,Attribute,5d0bed5e-221b-45f0-90f0-242d299f6eb7,"delta (2.3%, 0.9%)",0.1,"(20.3%, 69.4%)"
2019-01-08T09:41:28Z,Renamed,Entity,ac5b2c6e-6339-4134-8aa2-8799474392c9,Leihmedien: -> Leihmedien,0.1,
2019-01-08T09:41:28Z,Unassigned,Attribute,5d0bed5e-221b-45f0-90f0-242d299f6eb7,ac5b2c6e-6339-4134-8aa2-8799474392c9 -> None,0.0,
2019-01-08T09:41:28Z,Moved,Attribute,5d0bed5e-221b-45f0-90f0-242d299f6eb7,"delta (1.0%, 2.8%)",0.1,"(20.3%, 68.5%)"
2019-01-08T09:41:32Z,Created,Attribute,8aefc0f1-6824-4d20-b872-b2715ac7868a,,4.0,"(45.3%, 50.9%)"
2019-01-08T09:41:44Z,Named,Attribute,8aefc0f1-6824-4d20-b872-b2715ac7868a,None -> <Name>,0.1,
2019-01-08T09:42:10Z,Renamed,Attribute,8aefc0f1-6824-4d20-b872-b2715ac7868a,<Name> -> Erscheiningsjahr:,7.0,
2019-01-08T09:42:26Z,Moved,Attribute,8aefc0f1-6824-4d20-b872-b2715ac7868a,"delta (-21.9%, -11.1%)",1.0,"(19.8%, 65.7%)"
2019-01-08T09:42:27Z,Moved,Attribute,5d0bed5e-221b-45f0-90f0-242d299f6eb7,"delta (-3.4%, -3.7%)",0.1,"(18.0%, 70.4%)"
2019-01-08T09:42:27Z,Assigned,Attribute,5d0bed5e-221b-45f0-90f0-242d299f6eb7,None -> ac5b2c6e-6339-4134-8aa2-8799474392c9,0.0,
2019-01-08T09:42:27Z,Moved,Attribute,8aefc0f1-6824-4d20-b872-b2715ac7868a,"delta (-5.5%, -6.0%)",0.1,"(18.0%, 68.1%)"
2019-01-08T09:42:27Z,Assigned,Attribute,8aefc0f1-6824-4d20-b872-b2715ac7868a,None -> ac5b2c6e-6339-4134-8aa2-8799474392c9,0.0,
2019-01-08T09:42:27Z,Moved,Attribute,8aefc0f1-6824-4d20-b872-b2715ac7868a,"delta (1.3%, 0.5%)",0.1,"(19.3%, 67.6%)"
2019-01-08T09:42:27Z,Unassigned,Attribute,8aefc0f1-6824-4d20-b872-b2715ac7868a,ac5b2c6e-6339-4134-8aa2-8799474392c9 -> None,0.0,
2019-01-08T09:42:27Z,Assigned,Attribute,8aefc0f1-6824-4d20-b872-b2715ac7868a,None -> ac5b2c6e-6339-4134-8aa2-8799474392c9,0.0,
2019-01-08T09:42:42Z,Created,Attribute,fe2240d4-e297-4a05-9757-ef15406eb119,,15.0,"(36.5%, 53.7%)"
2019-01-08T09:42:44Z,Named,Attribute,fe2240d4-e297-4a05-9757-ef15406eb119,None -> <Name>,0.1,
2019-01-08T09:43:04Z,Renamed,Attribute,fe2240d4-e297-4a05-9757-ef15406eb119,<Name> -> Int. Standardbuchnum,10.0,
2019-01-08T09:43:16Z,Renamed,Attribute,fe2240d4-e297-4a05-9757-ef15406eb119,Int. Standardbuchnum -> Int. Standardbuchnummer (ISBN):,7.0,
2019-01-08T09:43:32Z,Moved,Attribute,fe2240d4-e297-4a05-9757-ef15406eb119,"delta (-18.5%, -12.0%)",1.0,"(22.9%, 63.9%)"
2019-01-08T09:43:32Z,Assigned,Attribute,fe2240d4-e297-4a05-9757-ef15406eb119,None -> ac5b2c6e-6339-4134-8aa2-8799474392c9,1.0,
2019-01-08T09:43:32Z,Moved,Attribute,fe2240d4-e297-4a05-9757-ef15406eb119,"delta (0.8%, 0.0%)",0.1,"(18.2%, 65.7%)"
2019-01-08T09:43:32Z,Unassigned,Attribute,fe2240d4-e297-4a05-9757-ef15406eb119,ac5b2c6e-6339-4134-8aa2-8799474392c9 -> None,0.0,
2019-01-08T09:43:49Z,Created,Entity,b76f26a4-2970-45b3-bee6-3d86bb583ac3,,17.0,"(49.5%, 71.3%)"
2019-01-08T09:43:56Z,Named,Entity,b76f26a4-2970-45b3-bee6-3d86bb583ac3,None -> Exemplar,2.0,
2019-01-08T09:44:13Z,Created,Attribute,049b9cb8-9f46-4bd5-9773-ad6f3743ab38,,17.0,"(56.8%, 63.9%)"
2019-01-08T09:44:16Z,Named,Attribute,049b9cb8-9f46-4bd5-9773-ad6f3743ab38,None -> <Name>,0.1,
2019-01-08T09:44:27Z,Renamed,Attribute,049b9cb8-9f46-4bd5-9773-ad6f3743ab38,<Name> -> Signat,2.0,
2019-01-08T09:44:31Z,Renamed,Attribute,049b9cb8-9f46-4bd5-9773-ad6f3743ab38,Signat -> Signatur:,0.1,
2019-01-08T09:44:47Z,Moved,Attribute,049b9cb8-9f46-4bd5-9773-ad6f3743ab38,"delta (-7.0%, -3.7%)",1.0,"(56.2%, 64.8%)"
2019-01-08T09:44:47Z,Assigned,Attribute,049b9cb8-9f46-4bd5-9773-ad6f3743ab38,None -> b76f26a4-2970-45b3-bee6-3d86bb583ac3,1.0,
2019-01-08T09:44:47Z,Renamed,Entity,b76f26a4-2970-45b3-bee6-3d86bb583ac3,Exemplar -> Exemplare,0.1,
2019-01-08T09:44:47Z,Moved,Attribute,049b9cb8-9f46-4bd5-9773-ad6f3743ab38,"delta (1.3%, 0.0%)",0.1,"(50.5%, 68.5%)"
2019-01-08T09:44:47Z,Unassigned,Attribute,049b9cb8-9f46-4bd5-9773-ad6f3743ab38,b76f26a4-2970-45b3-bee6-3d86bb583ac3 -> None,0.0,
2019-01-08T09:44:47Z,Moved,Attribute,049b9cb8-9f46-4bd5-9773-ad6f3743ab38,"delta (-0.5%, -0.9%)",0.1,"(50.5%, 67.6%)"
2019-01-08T09:45:05Z,Created,Attribute,99a1aba9-0d2a-4197-ab25-9b07306ca35d,,18.0,"(55.7%, 62.0%)"
2019-01-08T09:45:16Z,Named,Attribute,99a1aba9-0d2a-4197-ab25-9b07306ca35d,None -> Anschaffungsdatum:,9.0,
2019-01-08T09:45:31Z,Moved,Attribute,99a1aba9-0d2a-4197-ab25-9b07306ca35d,"delta (-5.2%, -2.8%)",2.0,"(51.6%, 64.8%)"
2019-01-08T09:45:31Z,Assigned,Attribute,99a1aba9-0d2a-4197-ab25-9b07306ca35d,None -> b76f26a4-2970-45b3-bee6-3d86bb583ac3,1.0,
2019-01-08T09:45:31Z,Moved,Attribute,049b9cb8-9f46-4bd5-9773-ad6f3743ab38,"delta (-0.8%, 0.9%)",0.1,"(49.7%, 67.6%)"
2019-01-08T09:45:31Z,Assigned,Attribute,049b9cb8-9f46-4bd5-9773-ad6f3743ab38,None -> b76f26a4-2970-45b3-bee6-3d86bb583ac3,0.0,
2019-01-08T09:45:31Z,Moved,Attribute,99a1aba9-0d2a-4197-ab25-9b07306ca35d,"delta (-0.8%, -0.5%)",0.1,"(49.7%, 65.3%)"
2019-01-08T09:45:45Z,Created,Attribute,bee7e976-ef0f-4f81-9aad-11b2d860242e,,14.0,"(56.2%, 61.1%)"
2019-01-08T09:45:47Z,Named,Attribute,bee7e976-ef0f-4f81-9aad-11b2d860242e,None -> <Name>,0.1,
2019-01-08T09:46:17Z,Renamed,Attribute,bee7e976-ef0f-4f81-9aad-11b2d860242e,<Name> -> Anschaffungspreis:,8.0,
2019-01-08T09:46:31Z,Moved,Attribute,bee7e976-ef0f-4f81-9aad-11b2d860242e,"delta (-6.5%, -1.9%)",1.0,"(52.1%, 64.8%)"
2019-01-08T09:46:31Z,Assigned,Attribute,bee7e976-ef0f-4f81-9aad-11b2d860242e,None -> b76f26a4-2970-45b3-bee6-3d86bb583ac3,1.0,
2019-01-08T09:46:31Z,Moved,Attribute,bee7e976-ef0f-4f81-9aad-11b2d860242e,"delta (3.4%, -0.9%)",0.1,"(53.1%, 63.0%)"
